"","year","biomass","control.rule","sim"
"17489",2051,18956.1876254387,"high.harvest",2950
"17490",2052,20390.0083589637,"high.harvest",2950
"17491",2023,18436.8395269297,"high.harvest",3226
"17492",2024,18233.7344316489,"high.harvest",3226
"17493",2025,15976.9839751071,"high.harvest",3226
"17494",2026,15179.2587350051,"high.harvest",3226
"17495",2027,14383.4056326314,"high.harvest",3226
"17496",2028,12844.4842630706,"high.harvest",3226
"17497",2029,16825.9641749893,"high.harvest",3226
"17498",2030,20684.0663361147,"high.harvest",3226
"17499",2031,33318.2049271949,"high.harvest",3226
"17500",2032,69351.6159672197,"high.harvest",3226
"17501",2033,57061.325360128,"high.harvest",3226
"17502",2034,37542.4718012739,"high.harvest",3226
"17503",2035,30356.4181351128,"high.harvest",3226
"17504",2036,28410.3808504497,"high.harvest",3226
"17505",2037,22817.4291926203,"high.harvest",3226
"17506",2038,24508.1493485706,"high.harvest",3226
"17507",2039,30663.108148916,"high.harvest",3226
"17508",2040,34853.9673148373,"high.harvest",3226
"17509",2041,22283.9440518656,"high.harvest",3226
"17510",2042,30507.0151775436,"high.harvest",3226
"17511",2043,34183.3911535537,"high.harvest",3226
"17512",2044,21200.3514033226,"high.harvest",3226
"17513",2045,17768.3866840777,"high.harvest",3226
"17514",2046,14414.2516144334,"high.harvest",3226
"17515",2047,12010.3670880563,"high.harvest",3226
"17516",2048,9854.62910269271,"high.harvest",3226
"17517",2049,6711.42859807091,"high.harvest",3226
"17518",2050,6517.82496172272,"high.harvest",3226
"17519",2051,8179.23064542906,"high.harvest",3226
"17520",2052,8359.7161954433,"high.harvest",3226
"17521",2023,20225.9016358594,"high.harvest",2447
"17522",2024,23191.6919119163,"high.harvest",2447
"17523",2025,22387.7740540203,"high.harvest",2447
"17524",2026,50872.3539350696,"high.harvest",2447
"17525",2027,74383.420392336,"high.harvest",2447
"17526",2028,54690.7283753095,"high.harvest",2447
"17527",2029,83260.7289938353,"high.harvest",2447
"17528",2030,74781.7478740335,"high.harvest",2447
"17529",2031,56342.0618458791,"high.harvest",2447
"17530",2032,41210.055687548,"high.harvest",2447
"17531",2033,30770.2518697839,"high.harvest",2447
"17532",2034,23664.0451941024,"high.harvest",2447
"17533",2035,16788.9431071953,"high.harvest",2447
"17534",2036,16513.8766111975,"high.harvest",2447
"17535",2037,25000.4305165198,"high.harvest",2447
"17536",2038,30587.9329350579,"high.harvest",2447
"17537",2039,38398.8235856301,"high.harvest",2447
"17538",2040,45985.2951771241,"high.harvest",2447
"17539",2041,35248.5668227161,"high.harvest",2447
"17540",2042,24714.9082520562,"high.harvest",2447
"17541",2043,16489.9586522597,"high.harvest",2447
"17542",2044,14451.4237421152,"high.harvest",2447
"17543",2045,13503.9544781153,"high.harvest",2447
"17544",2046,12789.8223916566,"high.harvest",2447
"17545",2047,12250.3390639585,"high.harvest",2447
"17546",2048,12138.0783862505,"high.harvest",2447
"17547",2049,13876.5995904267,"high.harvest",2447
"17548",2050,13709.5737966488,"high.harvest",2447
"17549",2051,14138.4230729643,"high.harvest",2447
"17550",2052,17982.3720097621,"high.harvest",2447
"17551",2023,18022.7727938441,"high.harvest",648
"17552",2024,25149.5541583909,"high.harvest",648
"17553",2025,28370.346509811,"high.harvest",648
"17554",2026,29281.7237288988,"high.harvest",648
"17555",2027,48795.3888992741,"high.harvest",648
"17556",2028,86752.5573066908,"high.harvest",648
"17557",2029,72317.17935048,"high.harvest",648
"17558",2030,52997.2835971749,"high.harvest",648
"17559",2031,39837.9280127902,"high.harvest",648
"17560",2032,28008.5851739273,"high.harvest",648
"17561",2033,33660.1944786788,"high.harvest",648
"17562",2034,43371.8578680466,"high.harvest",648
"17563",2035,30437.5751772045,"high.harvest",648
"17564",2036,25628.6053923933,"high.harvest",648
"17565",2037,42518.104878867,"high.harvest",648
"17566",2038,49907.7584269565,"high.harvest",648
"17567",2039,42779.9856374248,"high.harvest",648
"17568",2040,30224.7390720358,"high.harvest",648
"17569",2041,39775.2244616705,"high.harvest",648
"17570",2042,47119.3679996058,"high.harvest",648
"17571",2043,48199.4583007382,"high.harvest",648
"17572",2044,42090.9688136404,"high.harvest",648
"17573",2045,36871.7436898778,"high.harvest",648
"17574",2046,28720.3641945767,"high.harvest",648
"17575",2047,20511.9023487582,"high.harvest",648
"17576",2048,16973.1698785426,"high.harvest",648
"17577",2049,0,"high.harvest",648
"17578",2050,0,"high.harvest",648
"17579",2051,0,"high.harvest",648
"17580",2052,0,"high.harvest",648
"17581",2023,20637.5715161501,"high.harvest",3582
"17582",2024,21487.7262777238,"high.harvest",3582
"17583",2025,20055.7371040837,"high.harvest",3582
"17584",2026,17168.6408611524,"high.harvest",3582
"17585",2027,17034.185563616,"high.harvest",3582
"17586",2028,16888.9414078734,"high.harvest",3582
"17587",2029,14354.2200375119,"high.harvest",3582
"17588",2030,53997.6293631257,"high.harvest",3582
"17589",2031,72793.2468899302,"high.harvest",3582
"17590",2032,63284.8630396705,"high.harvest",3582
"17591",2033,45735.8915451231,"high.harvest",3582
"17592",2034,26427.2478211354,"high.harvest",3582
"17593",2035,31694.5671463664,"high.harvest",3582
"17594",2036,38967.3127127489,"high.harvest",3582
"17595",2037,28047.2873796366,"high.harvest",3582
"17596",2038,27072.0405372672,"high.harvest",3582
"17597",2039,33008.7234886059,"high.harvest",3582
"17598",2040,49377.6292740341,"high.harvest",3582
"17599",2041,43086.3957980933,"high.harvest",3582
"17600",2042,25220.3733030757,"high.harvest",3582
"17601",2043,36130.8314628786,"high.harvest",3582
"17602",2044,41203.4286035472,"high.harvest",3582
"17603",2045,24995.6481110327,"high.harvest",3582
"17604",2046,17730.4485459094,"high.harvest",3582
"17605",2047,13727.9571229303,"high.harvest",3582
"17606",2048,11836.3137330117,"high.harvest",3582
"17607",2049,11439.3733422055,"high.harvest",3582
"17608",2050,9186.77414330567,"high.harvest",3582
"17609",2051,7651.61176192324,"high.harvest",3582
"17610",2052,10832.3412964296,"high.harvest",3582
"17611",2023,34234.2121837767,"high.harvest",8442
"17612",2024,30936.2306110901,"high.harvest",8442
"17613",2025,26556.0251907951,"high.harvest",8442
"17614",2026,28929.1403181532,"high.harvest",8442
"17615",2027,27101.5783823388,"high.harvest",8442
"17616",2028,21027.8935524494,"high.harvest",8442
"17617",2029,23243.650703166,"high.harvest",8442
"17618",2030,44789.2872288473,"high.harvest",8442
"17619",2031,61710.2390993836,"high.harvest",8442
"17620",2032,61355.5954046988,"high.harvest",8442
"17621",2033,73857.620981158,"high.harvest",8442
"17622",2034,41899.0014354774,"high.harvest",8442
"17623",2035,29872.9968212909,"high.harvest",8442
"17624",2036,47052.656349088,"high.harvest",8442
"17625",2037,165039.814513423,"high.harvest",8442
"17626",2038,123988.709076322,"high.harvest",8442
"17627",2039,64559.8331341012,"high.harvest",8442
"17628",2040,33924.3323471987,"high.harvest",8442
"17629",2041,19006.4538441913,"high.harvest",8442
"17630",2042,17084.4641072769,"high.harvest",8442
"17631",2043,29883.5545560167,"high.harvest",8442
"17632",2044,0,"high.harvest",8442
"17633",2045,0,"high.harvest",8442
"17634",2046,0,"high.harvest",8442
"17635",2047,0,"high.harvest",8442
"17636",2048,0,"high.harvest",8442
"17637",2049,0,"high.harvest",8442
"17638",2050,0,"high.harvest",8442
"17639",2051,0,"high.harvest",8442
"17640",2052,0,"high.harvest",8442
"17641",2023,19643.3443554905,"high.harvest",8479
"17642",2024,22271.261582502,"high.harvest",8479
"17643",2025,22470.9949387097,"high.harvest",8479
"17644",2026,25770.3669965547,"high.harvest",8479
"17645",2027,29894.5175653806,"high.harvest",8479
"17646",2028,29037.1979881614,"high.harvest",8479
"17647",2029,39376.7576891162,"high.harvest",8479
"17648",2030,48460.7588043954,"high.harvest",8479
"17649",2031,31086.503466673,"high.harvest",8479
"17650",2032,24179.4207502853,"high.harvest",8479
"17651",2033,29033.0722056116,"high.harvest",8479
"17652",2034,30579.3799116643,"high.harvest",8479
"17653",2035,31562.6392968623,"high.harvest",8479
"17654",2036,31912.8175394256,"high.harvest",8479
"17655",2037,25703.2957646079,"high.harvest",8479
"17656",2038,29585.5361837624,"high.harvest",8479
"17657",2039,66652.1346818346,"high.harvest",8479
"17658",2040,75233.0360433641,"high.harvest",8479
"17659",2041,45654.8394515414,"high.harvest",8479
"17660",2042,28698.3433356542,"high.harvest",8479
"17661",2043,21769.4539589595,"high.harvest",8479
"17662",2044,18926.2507678976,"high.harvest",8479
"17663",2045,0,"high.harvest",8479
"17664",2046,0,"high.harvest",8479
"17665",2047,0,"high.harvest",8479
"17666",2048,0,"high.harvest",8479
"17667",2049,0,"high.harvest",8479
"17668",2050,0,"high.harvest",8479
"17669",2051,0,"high.harvest",8479
"17670",2052,0,"high.harvest",8479
"17671",2023,23404.0285931224,"high.harvest",4264
"17672",2024,29349.5724797244,"high.harvest",4264
"17673",2025,29328.6340228509,"high.harvest",4264
"17674",2026,31774.0441354089,"high.harvest",4264
"17675",2027,35704.1296076185,"high.harvest",4264
"17676",2028,41616.3144828685,"high.harvest",4264
"17677",2029,53015.5147036478,"high.harvest",4264
"17678",2030,86840.4113536144,"high.harvest",4264
"17679",2031,77990.8400648273,"high.harvest",4264
"17680",2032,58178.0386019096,"high.harvest",4264
"17681",2033,41769.1203020046,"high.harvest",4264
"17682",2034,33103.8682910381,"high.harvest",4264
"17683",2035,28659.2302369671,"high.harvest",4264
"17684",2036,27384.4770491766,"high.harvest",4264
"17685",2037,19798.7146774004,"high.harvest",4264
"17686",2038,13104.0749617791,"high.harvest",4264
"17687",2039,15130.4924522663,"high.harvest",4264
"17688",2040,36536.4653788472,"high.harvest",4264
"17689",2041,63293.9200123435,"high.harvest",4264
"17690",2042,50320.5686886947,"high.harvest",4264
"17691",2043,35124.5361837704,"high.harvest",4264
"17692",2044,23787.2695479199,"high.harvest",4264
"17693",2045,17615.9578512205,"high.harvest",4264
"17694",2046,15426.4316066898,"high.harvest",4264
"17695",2047,14654.1693701277,"high.harvest",4264
"17696",2048,14653.055939331,"high.harvest",4264
"17697",2049,15027.5252566201,"high.harvest",4264
"17698",2050,21465.0894954416,"high.harvest",4264
"17699",2051,31748.0697009885,"high.harvest",4264
"17700",2052,33797.2609893245,"high.harvest",4264
"17701",2023,25420.2748473892,"high.harvest",8161
"17702",2024,24480.4844741118,"high.harvest",8161
"17703",2025,22313.3581914713,"high.harvest",8161
"17704",2026,20107.0821416921,"high.harvest",8161
"17705",2027,17108.1085435401,"high.harvest",8161
"17706",2028,14702.7957415738,"high.harvest",8161
"17707",2029,13414.638552164,"high.harvest",8161
"17708",2030,15943.1968853059,"high.harvest",8161
"17709",2031,16066.8350301925,"high.harvest",8161
"17710",2032,15283.7948346076,"high.harvest",8161
"17711",2033,13927.1489237867,"high.harvest",8161
"17712",2034,13437.5728180903,"high.harvest",8161
"17713",2035,14647.5505806478,"high.harvest",8161
"17714",2036,14351.1341359094,"high.harvest",8161
"17715",2037,11941.7554488554,"high.harvest",8161
"17716",2038,21221.628310203,"high.harvest",8161
"17717",2039,23973.7937840087,"high.harvest",8161
"17718",2040,39843.3038487434,"high.harvest",8161
"17719",2041,43990.6801548196,"high.harvest",8161
"17720",2042,26434.5528898529,"high.harvest",8161
"17721",2043,22293.5544139086,"high.harvest",8161
"17722",2044,17938.0628206237,"high.harvest",8161
"17723",2045,13386.0717658459,"high.harvest",8161
"17724",2046,10412.1978462783,"high.harvest",8161
"17725",2047,6619.87638119258,"high.harvest",8161
"17726",2048,4823.67316329201,"high.harvest",8161
"17727",2049,4735.33047054511,"high.harvest",8161
"17728",2050,6854.54524105802,"high.harvest",8161
"17729",2051,10540.0798028547,"high.harvest",8161
"17730",2052,14626.8919559175,"high.harvest",8161
"17731",2023,13969.892578237,"high.harvest",2630
"17732",2024,14420.2162357025,"high.harvest",2630
"17733",2025,13938.0285605164,"high.harvest",2630
"17734",2026,25269.709214515,"high.harvest",2630
"17735",2027,121325.97261549,"high.harvest",2630
"17736",2028,113085.718998943,"high.harvest",2630
"17737",2029,67501.2314512755,"high.harvest",2630
"17738",2030,38081.8029776881,"high.harvest",2630
"17739",2031,41005.1874223049,"high.harvest",2630
"17740",2032,47437.2046110307,"high.harvest",2630
"17741",2033,49658.7074608275,"high.harvest",2630
"17742",2034,49608.4082499364,"high.harvest",2630
"17743",2035,37401.9665510799,"high.harvest",2630
"17744",2036,37718.024214504,"high.harvest",2630
"17745",2037,33600.7807189185,"high.harvest",2630
"17746",2038,30273.7201446694,"high.harvest",2630
"17747",2039,27547.0965236516,"high.harvest",2630
"17748",2040,21665.8562667319,"high.harvest",2630
"17749",2041,27954.5098433553,"high.harvest",2630
"17750",2042,28059.6247409251,"high.harvest",2630
"17751",2043,18761.168454992,"high.harvest",2630
"17752",2044,18743.7372930076,"high.harvest",2630
"17753",2045,29656.3824651588,"high.harvest",2630
"17754",2046,45980.6047489535,"high.harvest",2630
"17755",2047,35948.4591982392,"high.harvest",2630
"17756",2048,24780.4720763229,"high.harvest",2630
"17757",2049,28561.4857777351,"high.harvest",2630
"17758",2050,31450.3315327125,"high.harvest",2630
"17759",2051,28108.4835465862,"high.harvest",2630
"17760",2052,19928.8669239042,"high.harvest",2630
"17761",2023,21652.3434208924,"high.harvest",3070
"17762",2024,18350.4578694154,"high.harvest",3070
"17763",2025,16511.7083651386,"high.harvest",3070
"17764",2026,15903.5766205839,"high.harvest",3070
"17765",2027,35796.4706039238,"high.harvest",3070
"17766",2028,37485.173065206,"high.harvest",3070
"17767",2029,32784.4463681567,"high.harvest",3070
"17768",2030,38159.6548649205,"high.harvest",3070
"17769",2031,35478.9784859042,"high.harvest",3070
"17770",2032,30502.9439669483,"high.harvest",3070
"17771",2033,33401.2073352259,"high.harvest",3070
"17772",2034,32851.4170371438,"high.harvest",3070
"17773",2035,25094.3132770501,"high.harvest",3070
"17774",2036,23817.4261456149,"high.harvest",3070
"17775",2037,25823.0516171998,"high.harvest",3070
"17776",2038,73661.5430338109,"high.harvest",3070
"17777",2039,84130.1332768221,"high.harvest",3070
"17778",2040,47750.5963219979,"high.harvest",3070
"17779",2041,38811.5181450361,"high.harvest",3070
"17780",2042,27089.6085654083,"high.harvest",3070
"17781",2043,21830.6562199995,"high.harvest",3070
"17782",2044,16402.5828278356,"high.harvest",3070
"17783",2045,23917.0439000158,"high.harvest",3070
"17784",2046,24760.3940207868,"high.harvest",3070
"17785",2047,21704.190177822,"high.harvest",3070
"17786",2048,44673.0357687987,"high.harvest",3070
"17787",2049,49498.4413060555,"high.harvest",3070
"17788",2050,35853.9759210157,"high.harvest",3070
"17789",2051,27930.8589944334,"high.harvest",3070
"17790",2052,19741.2941792928,"high.harvest",3070
"17791",2023,19613.1630512891,"high.harvest",8101
"17792",2024,21876.3438870178,"high.harvest",8101
"17793",2025,22567.3849344044,"high.harvest",8101
"17794",2026,20998.6614298192,"high.harvest",8101
"17795",2027,28318.2744382129,"high.harvest",8101
"17796",2028,38409.2103011292,"high.harvest",8101
"17797",2029,34282.6538308261,"high.harvest",8101
"17798",2030,31372.4281972888,"high.harvest",8101
"17799",2031,191757.21270453,"high.harvest",8101
"17800",2032,272175.698157713,"high.harvest",8101
"17801",2033,178018.237753344,"high.harvest",8101
"17802",2034,114555.09136878,"high.harvest",8101
"17803",2035,89115.0579493598,"high.harvest",8101
"17804",2036,60034.9724000176,"high.harvest",8101
"17805",2037,99716.6253683449,"high.harvest",8101
"17806",2038,86618.0736621575,"high.harvest",8101
"17807",2039,71710.2463744248,"high.harvest",8101
"17808",2040,70598.2040821089,"high.harvest",8101
"17809",2041,51417.3470639821,"high.harvest",8101
"17810",2042,31002.3484463011,"high.harvest",8101
"17811",2043,18931.3825343849,"high.harvest",8101
"17812",2044,16339.9594469103,"high.harvest",8101
"17813",2045,16508.1768537339,"high.harvest",8101
"17814",2046,21845.4263387304,"high.harvest",8101
"17815",2047,32469.9590915156,"high.harvest",8101
"17816",2048,0,"high.harvest",8101
"17817",2049,0,"high.harvest",8101
"17818",2050,0,"high.harvest",8101
"17819",2051,0,"high.harvest",8101
"17820",2052,0,"high.harvest",8101
"17821",2023,24454.4560310267,"high.harvest",6598
"17822",2024,28359.0829728984,"high.harvest",6598
"17823",2025,28654.4604260722,"high.harvest",6598
"17824",2026,27196.5375970749,"high.harvest",6598
"17825",2027,29199.3516769616,"high.harvest",6598
"17826",2028,34242.2457854144,"high.harvest",6598
"17827",2029,153910.30978796,"high.harvest",6598
"17828",2030,190028.024833816,"high.harvest",6598
"17829",2031,153715.550886361,"high.harvest",6598
"17830",2032,110201.709755289,"high.harvest",6598
"17831",2033,104560.694895326,"high.harvest",6598
"17832",2034,79589.1419094388,"high.harvest",6598
"17833",2035,0,"high.harvest",6598
"17834",2036,0,"high.harvest",6598
"17835",2037,0,"high.harvest",6598
"17836",2038,0,"high.harvest",6598
"17837",2039,0,"high.harvest",6598
"17838",2040,0,"high.harvest",6598
"17839",2041,0,"high.harvest",6598
"17840",2042,0,"high.harvest",6598
"17841",2043,0,"high.harvest",6598
"17842",2044,0,"high.harvest",6598
"17843",2045,0,"high.harvest",6598
"17844",2046,0,"high.harvest",6598
"17845",2047,0,"high.harvest",6598
"17846",2048,0,"high.harvest",6598
"17847",2049,0,"high.harvest",6598
"17848",2050,0,"high.harvest",6598
"17849",2051,0,"high.harvest",6598
"17850",2052,0,"high.harvest",6598
"17851",2023,17560.906783324,"high.harvest",8245
"17852",2024,20156.5618708763,"high.harvest",8245
"17853",2025,20979.7388233396,"high.harvest",8245
"17854",2026,21040.5661790711,"high.harvest",8245
"17855",2027,22798.8150901066,"high.harvest",8245
"17856",2028,28057.0366922678,"high.harvest",8245
"17857",2029,32667.2491392377,"high.harvest",8245
"17858",2030,33989.6074947799,"high.harvest",8245
"17859",2031,28720.5582327835,"high.harvest",8245
"17860",2032,63215.1747856264,"high.harvest",8245
"17861",2033,87710.3890892389,"high.harvest",8245
"17862",2034,57492.5099107123,"high.harvest",8245
"17863",2035,35438.4249926469,"high.harvest",8245
"17864",2036,24778.7866187898,"high.harvest",8245
"17865",2037,24019.3596949581,"high.harvest",8245
"17866",2038,20547.8479247349,"high.harvest",8245
"17867",2039,26252.7043192694,"high.harvest",8245
"17868",2040,48055.2030943495,"high.harvest",8245
"17869",2041,38567.3938116114,"high.harvest",8245
"17870",2042,26295.252274909,"high.harvest",8245
"17871",2043,21003.4571666769,"high.harvest",8245
"17872",2044,17520.2945308457,"high.harvest",8245
"17873",2045,16387.5233598885,"high.harvest",8245
"17874",2046,17875.168290287,"high.harvest",8245
"17875",2047,18806.2568224611,"high.harvest",8245
"17876",2048,18554.339750724,"high.harvest",8245
"17877",2049,17657.1809310538,"high.harvest",8245
"17878",2050,17828.0654398474,"high.harvest",8245
"17879",2051,17622.1005542141,"high.harvest",8245
"17880",2052,25531.6944256042,"high.harvest",8245
"17881",2023,24443.590531743,"high.harvest",3162
"17882",2024,21229.6699785064,"high.harvest",3162
"17883",2025,16802.9786960037,"high.harvest",3162
"17884",2026,13388.9484470458,"high.harvest",3162
"17885",2027,54068.3786566251,"high.harvest",3162
"17886",2028,68309.3604259855,"high.harvest",3162
"17887",2029,36117.2549764174,"high.harvest",3162
"17888",2030,52808.3790620103,"high.harvest",3162
"17889",2031,96854.4428937338,"high.harvest",3162
"17890",2032,72824.3333243968,"high.harvest",3162
"17891",2033,44397.3120520852,"high.harvest",3162
"17892",2034,33149.7255876725,"high.harvest",3162
"17893",2035,41792.5115179901,"high.harvest",3162
"17894",2036,50083.7733631169,"high.harvest",3162
"17895",2037,103822.205587214,"high.harvest",3162
"17896",2038,99538.1781202788,"high.harvest",3162
"17897",2039,54233.1427197116,"high.harvest",3162
"17898",2040,36954.7193700774,"high.harvest",3162
"17899",2041,33018.5494274341,"high.harvest",3162
"17900",2042,22542.3434808659,"high.harvest",3162
"17901",2043,21600.4221999351,"high.harvest",3162
"17902",2044,20190.3028017794,"high.harvest",3162
"17903",2045,16712.8467883179,"high.harvest",3162
"17904",2046,17920.8702822445,"high.harvest",3162
"17905",2047,16802.7330436065,"high.harvest",3162
"17906",2048,19869.6124721608,"high.harvest",3162
"17907",2049,19312.9501701763,"high.harvest",3162
"17908",2050,23159.1632738694,"high.harvest",3162
"17909",2051,26034.5211711309,"high.harvest",3162
"17910",2052,21279.6625230008,"high.harvest",3162
"17911",2023,17734.783848931,"high.harvest",3490
"17912",2024,20614.1792064301,"high.harvest",3490
"17913",2025,21594.6530614474,"high.harvest",3490
"17914",2026,25033.2470530385,"high.harvest",3490
"17915",2027,34402.278234647,"high.harvest",3490
"17916",2028,41619.6604143407,"high.harvest",3490
"17917",2029,33521.7820595512,"high.harvest",3490
"17918",2030,27782.5254574776,"high.harvest",3490
"17919",2031,24728.4935113423,"high.harvest",3490
"17920",2032,25243.8906069631,"high.harvest",3490
"17921",2033,32985.3094690838,"high.harvest",3490
"17922",2034,34847.0622817476,"high.harvest",3490
"17923",2035,36045.4192780208,"high.harvest",3490
"17924",2036,66492.0381215208,"high.harvest",3490
"17925",2037,65936.9670837381,"high.harvest",3490
"17926",2038,61525.7563186551,"high.harvest",3490
"17927",2039,44114.0772389635,"high.harvest",3490
"17928",2040,31576.0298455278,"high.harvest",3490
"17929",2041,100856.036983751,"high.harvest",3490
"17930",2042,131281.265135677,"high.harvest",3490
"17931",2043,86004.4700977778,"high.harvest",3490
"17932",2044,51907.6163545607,"high.harvest",3490
"17933",2045,31746.6605543125,"high.harvest",3490
"17934",2046,24061.4734505797,"high.harvest",3490
"17935",2047,20611.9403234739,"high.harvest",3490
"17936",2048,14854.4892581125,"high.harvest",3490
"17937",2049,13480.2022464051,"high.harvest",3490
"17938",2050,12856.2204271274,"high.harvest",3490
"17939",2051,12613.1000046142,"high.harvest",3490
"17940",2052,12354.0675849695,"high.harvest",3490
"17941",2023,20361.7292837332,"high.harvest",6831
"17942",2024,22676.7326482614,"high.harvest",6831
"17943",2025,22441.9952555626,"high.harvest",6831
"17944",2026,21487.4805754416,"high.harvest",6831
"17945",2027,19750.8508904009,"high.harvest",6831
"17946",2028,19823.9436610342,"high.harvest",6831
"17947",2029,21826.7965291163,"high.harvest",6831
"17948",2030,27881.9075783345,"high.harvest",6831
"17949",2031,36501.2841709401,"high.harvest",6831
"17950",2032,31736.8188884275,"high.harvest",6831
"17951",2033,21828.7713345868,"high.harvest",6831
"17952",2034,27070.2303065748,"high.harvest",6831
"17953",2035,29350.9776185034,"high.harvest",6831
"17954",2036,22453.3227149501,"high.harvest",6831
"17955",2037,22191.2407092853,"high.harvest",6831
"17956",2038,21370.5736768844,"high.harvest",6831
"17957",2039,40244.0169776742,"high.harvest",6831
"17958",2040,47421.055724607,"high.harvest",6831
"17959",2041,33511.8729989568,"high.harvest",6831
"17960",2042,26016.9924888204,"high.harvest",6831
"17961",2043,21027.777516039,"high.harvest",6831
"17962",2044,24803.8767092747,"high.harvest",6831
"17963",2045,27141.6123147704,"high.harvest",6831
"17964",2046,20032.3117752772,"high.harvest",6831
"17965",2047,20731.5886002052,"high.harvest",6831
"17966",2048,18665.8774191176,"high.harvest",6831
"17967",2049,16881.2884971658,"high.harvest",6831
"17968",2050,14920.8485249271,"high.harvest",6831
"17969",2051,12982.1662963987,"high.harvest",6831
"17970",2052,12723.2076510233,"high.harvest",6831
"17971",2023,13073.8731047217,"high.harvest",3757
"17972",2024,17005.8651146834,"high.harvest",3757
"17973",2025,18687.8081982725,"high.harvest",3757
"17974",2026,20144.9717043307,"high.harvest",3757
"17975",2027,26354.567830575,"high.harvest",3757
"17976",2028,78389.7691157113,"high.harvest",3757
"17977",2029,86919.0585608391,"high.harvest",3757
"17978",2030,207013.95325862,"high.harvest",3757
"17979",2031,206038.199814127,"high.harvest",3757
"17980",2032,167172.623890331,"high.harvest",3757
"17981",2033,175036.716731241,"high.harvest",3757
"17982",2034,145238.109498203,"high.harvest",3757
"17983",2035,112213.930518753,"high.harvest",3757
"17984",2036,87854.2225419348,"high.harvest",3757
"17985",2037,60173.8472826402,"high.harvest",3757
"17986",2038,40948.7040517941,"high.harvest",3757
"17987",2039,29679.5689400919,"high.harvest",3757
"17988",2040,52598.0418033284,"high.harvest",3757
"17989",2041,128486.954623929,"high.harvest",3757
"17990",2042,120600.130636427,"high.harvest",3757
"17991",2043,87609.3267150695,"high.harvest",3757
"17992",2044,64216.9011007172,"high.harvest",3757
"17993",2045,45349.4817694325,"high.harvest",3757
"17994",2046,33894.8559661793,"high.harvest",3757
"17995",2047,23559.9315764367,"high.harvest",3757
"17996",2048,23630.5933867214,"high.harvest",3757
"17997",2049,28497.7421457442,"high.harvest",3757
"17998",2050,19941.7753192443,"high.harvest",3757
"17999",2051,24979.8707602443,"high.harvest",3757
"18000",2052,28739.4800218649,"high.harvest",3757
"18001",2023,19573.6724433418,"low.biomass",4723
"18002",2024,16576.8782083057,"low.biomass",4723
"18003",2025,14299.2130959658,"low.biomass",4723
"18004",2026,13244.6791641603,"low.biomass",4723
"18005",2027,11598.6948620693,"low.biomass",4723
"18006",2028,9466.19021431508,"low.biomass",4723
"18007",2029,14422.7922425662,"low.biomass",4723
"18008",2030,20896.9066579792,"low.biomass",4723
"18009",2031,22877.3508668865,"low.biomass",4723
"18010",2032,25032.2796178029,"low.biomass",4723
"18011",2033,35414.9398943346,"low.biomass",4723
"18012",2034,39824.2246957147,"low.biomass",4723
"18013",2035,32087.8783436941,"low.biomass",4723
"18014",2036,30432.4609587641,"low.biomass",4723
"18015",2037,40133.8176765979,"low.biomass",4723
"18016",2038,61557.9822436553,"low.biomass",4723
"18017",2039,57568.4042974445,"low.biomass",4723
"18018",2040,241013.839373503,"low.biomass",4723
"18019",2041,275224.899538502,"low.biomass",4723
"18020",2042,185520.198120548,"low.biomass",4723
"18021",2043,118517.723152562,"low.biomass",4723
"18022",2044,67870.9294292081,"low.biomass",4723
"18023",2045,39082.2615823542,"low.biomass",4723
"18024",2046,26383.2849696221,"low.biomass",4723
"18025",2047,9364.94724619677,"low.biomass",4723
"18026",2048,4612.3304617802,"low.biomass",4723
"18027",2049,0,"low.biomass",4723
"18028",2050,0,"low.biomass",4723
"18029",2051,0,"low.biomass",4723
"18030",2052,0,"low.biomass",4723
"18031",2023,23793.3288469228,"low.biomass",7557
"18032",2024,23332.3016209906,"low.biomass",7557
"18033",2025,21799.3879880325,"low.biomass",7557
"18034",2026,20081.3510571133,"low.biomass",7557
"18035",2027,29852.1847050535,"low.biomass",7557
"18036",2028,31936.118955539,"low.biomass",7557
"18037",2029,32495.7726894214,"low.biomass",7557
"18038",2030,41362.3648259626,"low.biomass",7557
"18039",2031,45069.4738571996,"low.biomass",7557
"18040",2032,44001.1852332813,"low.biomass",7557
"18041",2033,36593.7689442534,"low.biomass",7557
"18042",2034,38440.1858620702,"low.biomass",7557
"18043",2035,38086.8106633861,"low.biomass",7557
"18044",2036,40205.5496200747,"low.biomass",7557
"18045",2037,39466.0699981389,"low.biomass",7557
"18046",2038,34590.2310424562,"low.biomass",7557
"18047",2039,31166.5167501485,"low.biomass",7557
"18048",2040,31998.7082907529,"low.biomass",7557
"18049",2041,33534.2502067938,"low.biomass",7557
"18050",2042,29552.105364136,"low.biomass",7557
"18051",2043,23253.1542148734,"low.biomass",7557
"18052",2044,18021.6935776892,"low.biomass",7557
"18053",2045,14198.8898162333,"low.biomass",7557
"18054",2046,10961.1959255916,"low.biomass",7557
"18055",2047,13382.4899989546,"low.biomass",7557
"18056",2048,14978.8426584865,"low.biomass",7557
"18057",2049,0,"low.biomass",7557
"18058",2050,0,"low.biomass",7557
"18059",2051,0,"low.biomass",7557
"18060",2052,0,"low.biomass",7557
"18061",2023,19415.9300720204,"low.biomass",1105
"18062",2024,21288.2122619212,"low.biomass",1105
"18063",2025,21660.7762222306,"low.biomass",1105
